Date,state,Death,type,,,,,,,
7/13/2019,Adamawa,1,Kidnapper,,,,,,,
8/24/2019,Adamawa,0,Kidnapper,,,,,,,
9/30/2019,Adamawa,1,Kidnapper,,,,,,,
10/5/2019,Adamawa,0,Kidnapper,,,,,,,
11/14/2019,Adamawa,0,Kidnapper,,,,,,,
11/19/2019,Adamawa,0,Kidnapper,,,,,,,
11/25/2019,Adamawa,2,Kidnapper,,,,,,,
12/9/2019,Adamawa,0,Kidnapper,,,,,,,
12/17/2019,Adamawa,0,Kidnapper,,,,,,,
12/17/2019,Adamawa,0,Kidnapper,,,,,,,
12/26/2019,Adamawa,0,Kidnapper,,,,,,,
1/4/2020,Adamawa,0,Kidnapper,,,,,,,
1/5/2020,Adamawa,4,Kidnapper,,,,,,,
3/15/2020,Adamawa,3,Kidnapper,,,,,,,
4/4/2020,Adamawa,0,Kidnapper,,,,,,,
6/11/2020,Adamawa,0,Kidnapper,,,,,,,
6/16/2020,Adamawa,0,Kidnapper,,,,,,,
7/6/2020,Adamawa,0,Kidnapper,,,,,,,
7/23/2020,Adamawa,0,Kidnapper,,,,,,,
11/5/2020,Adamawa,2,Kidnapper,,,,,,,
11/23/2020,Adamawa,0,Kidnapper,,,,,,,
1/18/2021,Adamawa,0,Kidnapper,,,,,,,
5/4/2021,Adamawa,0,Kidnapper,,,,,,,
5/31/2021,Adamawa,1,Kidnapper,,,,,,,
12/4/2021,Adamawa,1,Kidnapper,,,,,,,
12/13/2021,Adamawa,0,Kidnapper,,,,,,,
12/21/2021,Adamawa,0,Kidnapper,,,,,,,
12/25/2021,Adamawa,0,Kidnapper,,,,,,,
1/21/2022,Adamawa,2,Kidnapper,,,,,,,
5/17/2022,Adamawa,3,Kidnapper,,,,,,,
10/8/2013,Akwa Ibom,4,Kidnapper,,,,,,,
10/22/2013,Akwa Ibom,0,Kidnapper,,,,,,,
12/16/2013,Akwa Ibom,0,Kidnapper,,,,,,,
10/7/2014,Akwa Ibom,0,Kidnapper,,,,,,,
1/17/2016,Akwa Ibom,3,Kidnapper,,,,,,,
4/29/2016,Akwa Ibom,0,Kidnapper,,,,,,,
11/5/2016,Akwa Ibom,0,Kidnapper,,,,,,,
1/30/2017,Akwa Ibom,0,Kidnapper,,,,,,,
2/15/2017,Akwa Ibom,0,Kidnapper,,,,,,,
4/9/2017,Akwa Ibom,0,Kidnapper,,,,,,,
6/24/2017,Akwa Ibom,1,Kidnapper,,,,,,,
10/24/2017,Akwa Ibom,0,Kidnapper,,,,,,,
2/7/2018,Akwa Ibom,0,Kidnapper,,,,,,,
2/20/2018,Akwa Ibom,0,Kidnapper,,,,,,,
2/27/2018,Akwa Ibom,0,Kidnapper,,,,,,,
3/12/2018,Akwa Ibom,0,Kidnapper,,,,,,,
6/5/2018,Akwa Ibom,0,Kidnapper,,,,,,,
7/5/2018,Akwa Ibom,1,Kidnapper,,,,,,,
8/16/2018,Akwa Ibom,1,Kidnapper,,,,,,,
8/26/2018,Akwa Ibom,0,Kidnapper,,,,,,,
2/23/2019,Akwa Ibom,0,Kidnapper,,,,,,,
2/23/2019,Akwa Ibom,0,Kidnapper,,,,,,,
2/23/2019,Akwa Ibom,0,Kidnapper,,,,,,,
4/30/2019,Akwa Ibom,1,Kidnapper,,,,,,,
5/19/2019,Akwa Ibom,4,Kidnapper,,,,,,,
7/17/2019,Akwa Ibom,2,Kidnapper,,,,,,,
9/5/2021,Akwa Ibom,0,Kidnapper,,,,,,,
9/25/2021,Akwa Ibom,0,Kidnapper,,,,,,,
11/4/2021,Akwa Ibom,2,Kidnapper,,,,,,,
2/22/2022,Akwa Ibom,0,Kidnapper,,,,,,,
4/11/2022,Akwa Ibom,0,Kidnapper,,,,,,,
4/19/2022,Akwa Ibom,0,Kidnapper,,,,,,,
5/8/2022,Akwa Ibom,0,Kidnapper,,,,,,,
4/5/2013,Anambra,3,Kidnapper,,,,,,,
8/2/2013,Anambra,0,Kidnapper,,,,,,,
8/4/2013,Anambra,0,Kidnapper,,,,,,,
10/6/2013,Anambra,0,Kidnapper,,,,,,,
12/17/2013,Anambra,0,Kidnapper,,,,,,,
5/6/2015,Anambra,3,Kidnapper,,,,,,,
9/26/2016,Anambra,0,Kidnapper,,,,,,,
10/11/2017,Anambra,0,Kidnapper,,,,,,,
10/13/2017,Anambra,2,Kidnapper,,,,,,,
12/24/2018,Anambra,0,Kidnapper,,,,,,,
2/23/2019,Anambra,0,Kidnapper,,,,,,,
7/1/2019,Anambra,0,Kidnapper,,,,,,,
7/5/2019,Anambra,2,Kidnapper,,,,,,,
11/11/2019,Anambra,0,Kidnapper,,,,,,,
10/28/2020,Anambra,0,Kidnapper,,,,,,,
12/22/2020,Anambra,0,Kidnapper,,,,,,,
12/24/2021,Anambra,4,Kidnapper,,,,,,,
2/21/2022,Anambra,2,Kidnapper,,,,,,,
4/18/2022,Anambra,0,Kidnapper,,,,,,,
4/23/2022,Anambra,0,Kidnapper,,,,,,,
5/15/2022,Anambra,0,Kidnapper,,,,,,,
5/21/2022,Anambra,0,Kidnapper,,,,,,,
5/21/2022,Anambra,1,Kidnapper,,,,,,,
9/24/2012,Bauchi,1,Kidnapper,,,,,,,
2/18/2013,Bauchi,1,Kidnapper,,,,,,,
3/3/2014,Bauchi,0,Kidnapper,,,,,,,
11/12/2014,Bauchi,0,Kidnapper,,,,,,,
12/13/2014,Bauchi,1,Kidnapper,,,,,,,
2/5/2015,Bauchi,1,Kidnapper,,,,,,,
3/9/2015,Bauchi,0,Kidnapper,,,,,,,
10/28/2015,Bauchi,0,Kidnapper,,,,,,,
1/15/2016,Bauchi,0,Kidnapper,,,,,,,
1/21/2016,Bauchi,0,Kidnapper,,,,,,,
6/18/2016,Bauchi,3,Kidnapper,,,,,,,
9/9/2016,Bauchi,7,Kidnapper,,,,,,,
10/2/2016,Bauchi,5,Kidnapper,,,,,,,
10/11/2016,Bauchi,4,Kidnapper,,,,,,,
10/29/2016,Bauchi,2,Kidnapper,,,,,,,
12/10/2016,Bauchi,3,Kidnapper,,,,,,,
9/24/2019,Bauchi,2,Kidnapper,,,,,,,
3/25/2020,Bauchi,0,Kidnapper,,,,,,,
1/14/2021,Bauchi,0,Kidnapper,,,,,,,
1/23/2021,Bauchi,0,Kidnapper,,,,,,,
7/7/2021,Bauchi,0,Kidnapper,,,,,,,
7/13/2021,Bauchi,1,Kidnapper,,,,,,,
9/17/2021,Bauchi,0,Kidnapper,,,,,,,
2/7/2022,Bauchi,0,Kidnapper,,,,,,,
11/5/2011,Bayelsa,1,Kidnapper,,,,,,,
2/17/2012,Bayelsa,2,Kidnapper,,,,,,,
10/19/2012,Bayelsa,0,Kidnapper,,,,,,,
8/26/2013,Bayelsa,0,Kidnapper,,,,,,,
10/14/2013,Bayelsa,0,Kidnapper,,,,,,,
11/19/2013,Bayelsa,0,Kidnapper,,,,,,,
1/25/2014,Bayelsa,0,Kidnapper,,,,,,,
3/10/2014,Bayelsa,0,Kidnapper,,,,,,,
3/24/2014,Bayelsa,0,Kidnapper,,,,,,,
5/4/2014,Bayelsa,0,Kidnapper,,,,,,,
5/30/2014,Bayelsa,0,Kidnapper,,,,,,,
6/14/2014,Bayelsa,0,Kidnapper,,,,,,,
7/27/2014,Bayelsa,0,Kidnapper,,,,,,,
7/30/2014,Bayelsa,1,Kidnapper,,,,,,,
8/4/2014,Bayelsa,0,Kidnapper,,,,,,,
8/16/2014,Bayelsa,0,Kidnapper,,,,,,,
10/5/2014,Bayelsa,0,Kidnapper,,,,,,,
11/28/2014,Bayelsa,0,Kidnapper,,,,,,,
1/12/2015,Bayelsa,0,Kidnapper,,,,,,,
2/2/2015,Bayelsa,0,Kidnapper,,,,,,,
2/21/2015,Bayelsa,0,Kidnapper,,,,,,,
3/19/2015,Bayelsa,0,Kidnapper,,,,,,,
4/21/2015,Bayelsa,0,Kidnapper,,,,,,,
5/19/2015,Bayelsa,0,Kidnapper,,,,,,,
6/5/2015,Bayelsa,0,Kidnapper,,,,,,,
6/24/2015,Bayelsa,2,Kidnapper,,,,,,,
6/29/2015,Bayelsa,0,Kidnapper,,,,,,,
7/17/2015,Bayelsa,0,Kidnapper,,,,,,,
7/23/2015,Bayelsa,0,Kidnapper,,,,,,,
7/30/2015,Bayelsa,2,Kidnapper,,,,,,,
9/4/2015,Bayelsa,0,Kidnapper,,,,,,,
9/9/2015,Bayelsa,0,Kidnapper,,,,,,,
9/20/2015,Bayelsa,0,Kidnapper,,,,,,,
10/14/2015,Bayelsa,0,Kidnapper,,,,,,,
10/23/2015,Bayelsa,0,Kidnapper,,,,,,,
10/29/2015,Bayelsa,0,Kidnapper,,,,,,,
10/18/2015,Bayelsa,0,Kidnapper,,,,,,,
11/15/2015,Bayelsa,1,Kidnapper,,,,,,,
11/17/2015,Bayelsa,0,Kidnapper,,,,,,,
11/23/2015,Bayelsa,0,Kidnapper,,,,,,,
12/20/2015,Bayelsa,0,Kidnapper,,,,,,,
12/19/2015,Bayelsa,0,Kidnapper,,,,,,,
1/24/2016,Bayelsa,0,Kidnapper,,,,,,,
2/17/2016,Bayelsa,0,Kidnapper,,,,,,,
4/5/2016,Bayelsa,3,Kidnapper,,,,,,,
8/6/2016,Bayelsa,0,Kidnapper,,,,,,,
11/14/2016,Bayelsa,0,Kidnapper,,,,,,,
6/30/2017,Bayelsa,0,Kidnapper,,,,,,,
12/16/2017,Bayelsa,0,Kidnapper,,,,,,,
1/14/2018,Bayelsa,0,Kidnapper,,,,,,,
1/14/2018,Bayelsa,0,Kidnapper,,,,,,,
2/6/2018,Bayelsa,0,Kidnapper,,,,,,,
2/24/2018,Bayelsa,0,Kidnapper,,,,,,,
3/15/2018,Bayelsa,1,Kidnapper,,,,,,,
6/1/2018,Bayelsa,0,Kidnapper,,,,,,,
7/19/2018,Bayelsa,0,Kidnapper,,,,,,,
7/20/2018,Bayelsa,0,Kidnapper,,,,,,,
7/30/2018,Bayelsa,0,Kidnapper,,,,,,,
10/4/2018,Bayelsa,0,Kidnapper,,,,,,,
12/16/2018,Bayelsa,2,Kidnapper,,,,,,,
3/30/2019,Bayelsa,0,Kidnapper,,,,,,,
4/7/2019,Bayelsa,0,Kidnapper,,,,,,,
5/26/2019,Bayelsa,0,Kidnapper,,,,,,,
6/5/2019,Bayelsa,1,Kidnapper,,,,,,,
7/15/2019,Bayelsa,0,Kidnapper,,,,,,,
10/2/2019,Bayelsa,0,Kidnapper,,,,,,,
12/2/2019,Bayelsa,0,Kidnapper,,,,,,,
12/17/2019,Bayelsa,0,Kidnapper,,,,,,,
12/22/2019,Bayelsa,0,Kidnapper,,,,,,,
3/5/2020,Bayelsa,0,Kidnapper,,,,,,,
5/8/2020,Bayelsa,0,Kidnapper,,,,,,,
5/9/2020,Bayelsa,0,Kidnapper,,,,,,,
7/20/2021,Bayelsa,0,Kidnapper,,,,,,,
7/28/2021,Bayelsa,0,Kidnapper,,,,,,,
9/5/2021,Bayelsa,2,Kidnapper,,,,,,,
9/5/2021,Bayelsa,0,Kidnapper,,,,,,,
1/20/2022,Bayelsa,0,Kidnapper,,,,,,,
1/25/2022,Bayelsa,0,Kidnapper,,,,,,,
5/9/2022,Bayelsa,0,Kidnapper,,,,,,,
6/2/2022,Bayelsa,0,Kidnapper,,,,,,,
10/2/2014,Benue,0,Kidnapper,,,,,,,
11/10/2014,Benue,0,Kidnapper,,,,,,,
1/10/2015,Benue,1,Kidnapper,,,,,,,
5/20/2015,Benue,0,Kidnapper,,,,,,,
11/13/2015,Benue,0,Kidnapper,,,,,,,
6/5/2016,Benue,0,Kidnapper,,,,,,,
8/8/2016,Benue,0,Kidnapper,,,,,,,
9/3/2016,Benue,0,Kidnapper,,,,,,,
11/25/2016,Benue,0,Kidnapper,,,,,,,
12/12/2016,Benue,0,Kidnapper,,,,,,,
2/25/2017,Benue,1,Kidnapper,,,,,,,
5/28/2019,Benue,0,Kidnapper,,,,,,,
8/11/2019,Benue,0,Kidnapper,,,,,,,
9/22/2019,Benue,0,Kidnapper,,,,,,,
11/19/2019,Benue,3,Kidnapper,,,,,,,
2/8/2020,Benue,0,Kidnapper,,,,,,,
3/1/2020,Benue,0,Kidnapper,,,,,,,
5/3/2020,Benue,0,Kidnapper,,,,,,,
5/16/2020,Benue,0,Kidnapper,,,,,,,
5/16/2020,Benue,0,Kidnapper,,,,,,,
7/16/2020,Benue,1,Kidnapper,,,,,,,
7/24/2020,Benue,0,Kidnapper,,,,,,,
8/27/2020,Benue,0,Kidnapper,,,,,,,
11/16/2020,Benue,0,Kidnapper,,,,,,,
2/2/2021,Benue,1,Kidnapper,,,,,,,
4/25/2021,Benue,0,Kidnapper,,,,,,,
7/25/2021,Benue,0,Kidnapper,,,,,,,
7/29/2021,Benue,0,Kidnapper,,,,,,,
8/2/2021,Benue,3,Kidnapper,,,,,,,
8/4/2021,Benue,1,Kidnapper,,,,,,,
9/2/2021,Benue,0,Kidnapper,,,,,,,
10/2/2021,Benue,2,Kidnapper,,,,,,,
4/10/2022,Benue,0,Kidnapper,,,,,,,
5/24/2022,Benue,3,Kidnapper,,,,,,,
6/4/2022,Benue,0,Kidnapper,,,,,,,
9/5/2013,Borno,9,Kidnapper,,,,,,,
4/5/2014,Borno,0,Kidnapper,,,,,,,
1/20/2017,Borno,0,Kidnapper,,,,,,,
1/20/2015,Borno,,Kidnapper,,,,,,,
5/30/2017,Borno,0,Kidnapper,,,,,,,
9/19/2018,Borno,0,Kidnapper,,,,,,,
4/10/2019,Borno,0,Kidnapper,,,,,,,
8/21/2019,Borno,0,Kidnapper,,,,,,,
9/19/2019,Borno,0,Kidnapper,,,,,,,
6/30/2020,Borno,0,Kidnapper,,,,,,,
6/30/2021,Borno,0,Kidnapper,,,,,,,
11/29/2021,Borno,0,Kidnapper,,,,,,,
10/11/2013,Cross River,0,Kidnapper,,,,,,,
5/3/2014,Cross River,0,Kidnapper,,,,,,,
3/15/2015,Cross River,0,Kidnapper,,,,,,,
6/13/2015,Cross River,0,Kidnapper,,,,,,,
9/5/2015,Cross River,0,Kidnapper,,,,,,,
6/23/2016,Cross River,1,Kidnapper,,,,,,,
7/6/2016,Cross River,0,Kidnapper,,,,,,,
8/31/2016,Cross River,0,Kidnapper,,,,,,,
9/8/2016,Cross River,0,Kidnapper,,,,,,,
11/9/2016,Cross River,0,Kidnapper,,,,,,,
3/12/2017,Cross River,0,Kidnapper,,,,,,,
4/9/2017,Cross River,0,Kidnapper,,,,,,,
6/1/2017,Cross River,0,Kidnapper,,,,,,,
7/26/2017,Cross River,0,Kidnapper,,,,,,,
10/7/2017,Cross River,1,Kidnapper,,,,,,,
2/8/2018,Cross River,0,Kidnapper,,,,,,,
2/10/2018,Cross River,0,Kidnapper,,,,,,,
8/30/2018,Cross River,0,Kidnapper,,,,,,,
3/12/2019,Cross River,1,Kidnapper,,,,,,,
4/11/2019,Cross River,0,Kidnapper,,,,,,,
6/20/2019,Cross River,0,Kidnapper,,,,,,,
7/18/2019,Cross River,0,Kidnapper,,,,,,,
8/31/2019,Cross River,0,Kidnapper,,,,,,,
12/17/2019,Cross River,0,Kidnapper,,,,,,,
1/25/2020,Cross River,0,Kidnapper,,,,,,,
2/15/2020,Cross River,0,Kidnapper,,,,,,,
2/18/2020,Cross River,0,Kidnapper,,,,,,,
2/22/2020,Cross River,0,Kidnapper,,,,,,,
3/9/2020,Cross River,0,Kidnapper,,,,,,,
4/26/2020,Cross River,0,Kidnapper,,,,,,,
7/22/2020,Cross River,1,Kidnapper,,,,,,,
8/28/2020,Cross River,0,Kidnapper,,,,,,,
10/13/2020,Cross River,0,Kidnapper,,,,,,,
11/1/2020,Cross River,0,Kidnapper,,,,,,,
11/15/2020,Cross River,0,Kidnapper,,,,,,,
12/10/2020,Cross River,0,Kidnapper,,,,,,,
2/23/2021,Cross River,0,Kidnapper,,,,,,,
3/21/2021,Cross River,0,Kidnapper,,,,,,,
3/25/2021,Cross River,0,Kidnapper,,,,,,,
4/30/2021,Cross River,0,Kidnapper,,,,,,,
5/14/2021,Cross River,0,Kidnapper,,,,,,,
7/6/2021,Cross River,0,Kidnapper,,,,,,,
8/9/2021,Cross River,0,Kidnapper,,,,,,,
11/13/2021,Cross River,0,Kidnapper,,,,,,,
11/26/2012,Delta,1,Kidnapper,,,,,,,
12/11/2012,Delta,2,Kidnapper,,,,,,,
2/3/2013,Delta,0,Kidnapper,,,,,,,
2/18/2013,Delta,2,Kidnapper,,,,,,,
8/20/2013,Delta,0,Kidnapper,,,,,,,
11/17/2013,Delta,0,Kidnapper,,,,,,,
12/6/2013,Delta,0,Kidnapper,,,,,,,
12/16/2013,Delta,0,Kidnapper,,,,,,,
5/17/2014,Delta,0,Kidnapper,,,,,,,
7/13/2014,Delta,3,Kidnapper,,,,,,,
11/16/2014,Delta,0,Kidnapper,,,,,,,
11/16/2014,Delta,0,Kidnapper,,,,,,,
4/30/2015,Delta,0,Kidnapper,,,,,,,
9/25/2015,Delta,0,Kidnapper,,,,,,,
12/18/2015,Delta,0,Kidnapper,,,,,,,
1/4/2016,Delta,0,Kidnapper,,,,,,,
1/29/2016,Delta,0,Kidnapper,,,,,,,
2/16/2016,Delta,0,Kidnapper,,,,,,,
2/28/2016,Delta,0,Kidnapper,,,,,,,
5/6/2016,Delta,0,Kidnapper,,,,,,,
6/26/2016,Delta,0,Kidnapper,,,,,,,
7/17/2016,Delta,0,Kidnapper,,,,,,,
10/2/2016,Delta,0,Kidnapper,,,,,,,
10/10/2016,Delta,0,Kidnapper,,,,,,,
12/16/2016,Delta,0,Kidnapper,,,,,,,
12/24/2016,Delta,0,Kidnapper,,,,,,,
1/27/2017,Delta,,Kidnapper,,,,,,,
1/27/2017,Delta,0,Kidnapper,,,,,,,
2/9/2017,Delta,0,Kidnapper,,,,,,,
2/16/2017,Delta,0,Kidnapper,,,,,,,
3/5/2017,Delta,0,Kidnapper,,,,,,,
3/7/2017,Delta,0,Kidnapper,,,,,,,
4/30/2017,Delta,0,Kidnapper,,,,,,,
5/6/2017,Delta,0,Kidnapper,,,,,,,
5/10/2017,Delta,0,Kidnapper,,,,,,,
5/12/2017,Delta,5,Kidnapper,,,,,,,
6/1/2017,Delta,0,Kidnapper,,,,,,,
6/7/2017,Delta,0,Kidnapper,,,,,,,
6/10/2017,Delta,0,Kidnapper,,,,,,,
6/25/2017,Delta,0,Kidnapper,,,,,,,
7/2/2017,Delta,0,Kidnapper,,,,,,,
7/3/2017,Delta,0,Kidnapper,,,,,,,
9/18/2017,Delta,0,Kidnapper,,,,,,,
10/13/2017,Delta,0,Kidnapper,,,,,,,
11/6/2017,Delta,1,Kidnapper,,,,,,,
11/8/2017,Delta,2,Kidnapper,,,,,,,
2/3/2018,Delta,0,Kidnapper,,,,,,,
2/23/2018,Delta,0,Kidnapper,,,,,,,
4/10/2018,Delta,0,Kidnapper,,,,,,,
6/3/2018,Delta,0,Kidnapper,,,,,,,
9/1/2018,Delta,0,Kidnapper,,,,,,,
10/13/2018,Delta,1,Kidnapper,,,,,,,
10/15/2018,Delta,0,Kidnapper,,,,,,,
10/26/2018,Delta,0,Kidnapper,,,,,,,
10/29/2018,Delta,0,Kidnapper,,,,,,,
11/6/2018,Delta,0,Kidnapper,,,,,,,
11/17/2018,Delta,0,Kidnapper,,,,,,,
2/14/2019,Delta,0,Kidnapper,,,,,,,
4/10/2019,Delta,0,Kidnapper,,,,,,,
5/10/2019,Delta,3,Kidnapper,,,,,,,
8/26/2019,Delta,0,Kidnapper,,,,,,,
9/16/2019,Delta,0,Kidnapper,,,,,,,
10/14/2019,Delta,0,Kidnapper,,,,,,,
10/15/2019,Delta,2,Kidnapper,,,,,,,
10/18/2019,Delta,1,Kidnapper,,,,,,,
11/20/2019,Delta,0,Kidnapper,,,,,,,
12/14/2019,Delta,0,Kidnapper,,,,,,,
1/19/2020,Delta,0,Kidnapper,,,,,,,
3/8/2020,Delta,0,Kidnapper,,,,,,,
5/29/2020,Delta,0,Kidnapper,,,,,,,
5/31/2020,Delta,0,Kidnapper,,,,,,,
6/21/2020,Delta,0,Kidnapper,,,,,,,
6/30/2020,Delta,0,Kidnapper,,,,,,,
7/4/2020,Delta,0,Kidnapper,,,,,,,
8/8/2020,Delta,0,Kidnapper,,,,,,,
9/12/2020,Delta,0,Kidnapper,,,,,,,
9/26/2020,Delta,0,Kidnapper,,,,,,,
10/5/2020,Delta,0,Kidnapper,,,,,,,
10/7/2020,Delta,0,Kidnapper,,,,,,,
10/20/2020,Delta,0,Kidnapper,,,,,,,
10/22/2020,Delta,0,Kidnapper,,,,,,,
11/15/2020,Delta,0,Kidnapper,,,,,,,
11/23/2020,Delta,0,Kidnapper,,,,,,,
12/7/2020,Delta,0,Kidnapper,,,,,,,
1/5/2021,Delta,0,Kidnapper,,,,,,,
1/6/2021,Delta,0,Kidnapper,,,,,,,
1/14/2021,Delta,0,Kidnapper,,,,,,,
1/21/2021,Delta,0,Kidnapper,,,,,,,
2/7/2021,Delta,0,Kidnapper,,,,,,,
2/9/2021,Delta,0,Kidnapper,,,,,,,
2/11/2021,Delta,0,Kidnapper,,,,,,,
2/13/2021,Delta,0,Kidnapper,,,,,,,
2/27/2021,Delta,0,Kidnapper,,,,,,,
3/3/2021,Delta,2,Kidnapper,,,,,,,
3/15/2021,Delta,0,Kidnapper,,,,,,,
4/3/2021,Delta,2,Kidnapper,,,,,,,
4/20/2021,Delta,1,Kidnapper,,,,,,,
4/24/2021,Delta,0,Kidnapper,,,,,,,
5/10/2021,Delta,3,Kidnapper,,,,,,,
5/16/2021,Delta,0,Kidnapper,,,,,,,
5/23/2021,Delta,0,Kidnapper,,,,,,,
7/4/2021,Delta,2,Kidnapper,,,,,,,
7/11/2021,Delta,1,Kidnapper,,,,,,,
8/5/2021,Delta,0,Kidnapper,,,,,,,
10/4/2021,Delta,4,Kidnapper,,,,,,,
10/30/2021,Delta,0,Kidnapper,,,,,,,
12/4/2021,Delta,0,Kidnapper,,,,,,,
12/12/2021,Delta,0,Kidnapper,,,,,,,
12/30/2021,Delta,1,Kidnapper,,,,,,,
4/3/2022,Delta,1,Kidnapper,,,,,,,
4/9/2022,Delta,0,Kidnapper,,,,,,,
4/22/2022,Delta,0,Kidnapper,,,,,,,
5/13/2022,Delta,0,Kidnapper,,,,,,,
5/21/2022,Delta,10,Kidnapper,,,,,,,
6/5/2022,Delta,3,Kidnapper,,,,,,,
3/26/2012,Ebonyi,,Kidnapper,,,,,,,
2/9/2014,Ebonyi,0,Kidnapper,,,,,,,
12/15/2014,Ebonyi,0,Kidnapper,,,,,,,
9/8/2015,Ebonyi,0,Kidnapper,,,,,,,
10/15/2017,Ebonyi,0,Kidnapper,,,,,,,
4/25/2019,Ebonyi,0,Kidnapper,,,,,,,
6/3/2020,Ebonyi,0,Kidnapper,,,,,,,
7/27/2020,Ebonyi,2,Kidnapper,,,,,,,
4/1/2021,Ebonyi,0,Kidnapper,,,,,,,
12/14/2021,Ebonyi,1,Kidnapper,,,,,,,
4/1/2022,Ebonyi,2,Kidnapper,,,,,,,
11/30/2012,Edo,1,Kidnapper,,,,,,,
12/22/2012,Edo,1,Kidnapper,,,,,,,
7/30/2013,Edo,0,Kidnapper,,,,,,,
8/2/2013,Edo,0,Kidnapper,,,,,,,
8/17/2013,Edo,,Kidnapper,,,,,,,
8/19/2013,Edo,1,Kidnapper,,,,,,,
9/23/2013,Edo,0,Kidnapper,,,,,,,
10/13/2013,Edo,0,Kidnapper,,,,,,,
12/26/2013,Edo,1,Kidnapper,,,,,,,
5/9/2014,Edo,5,Kidnapper,,,,,,,
6/15/2014,Edo,6,Kidnapper,,,,,,,
9/22/2015,Edo,1,Kidnapper,,,,,,,
3/24/2016,Edo,0,Kidnapper,,,,,,,
9/29/2016,Edo,0,Kidnapper,,,,,,,
2/27/2017,Edo,0,Kidnapper,,,,,,,
3/8/2017,Edo,0,Kidnapper,,,,,,,
6/5/2017,Edo,1,Kidnapper,,,,,,,
9/24/2017,Edo,3,Kidnapper,,,,,,,
9/27/2017,Edo,0,Kidnapper,,,,,,,
10/3/2017,Edo,0,Kidnapper,,,,,,,
10/12/2017,Edo,0,Kidnapper,,,,,,,
10/23/2017,Edo,0,Kidnapper,,,,,,,
11/15/2017,Edo,1,Kidnapper,,,,,,,
1/24/2019,Edo,1,Kidnapper,,,,,,,
2/12/2019,Edo,0,Kidnapper,,,,,,,
3/16/2019,Edo,0,Kidnapper,,,,,,,
3/27/2019,Edo,1,Kidnapper,,,,,,,
4/15/2019,Edo,0,Kidnapper,,,,,,,
5/26/2019,Edo,0,Kidnapper,,,,,,,
7/3/2019,Edo,1,Kidnapper,,,,,,,
7/22/2019,Edo,0,Kidnapper,,,,,,,
7/28/2019,Edo,0,Kidnapper,,,,,,,
8/26/2019,Edo,4,Kidnapper,,,,,,,
9/5/2019,Edo,0,Kidnapper,,,,,,,
9/9/2019,Edo,1,Kidnapper,,,,,,,
9/25/2019,Edo,0,Kidnapper,,,,,,,
9/27/2019,Edo,0,Kidnapper,,,,,,,
10/6/2019,Edo,0,Kidnapper,,,,,,,
10/9/2019,Edo,4,Kidnapper,,,,,,,
10/13/2019,Edo,1,Kidnapper,,,,,,,
10/30/2019,Edo,1,Kidnapper,,,,,,,
1/13/2020,Edo,0,Kidnapper,,,,,,,
1/22/2020,Edo,0,Kidnapper,,,,,,,
2/9/2020,Edo,0,Kidnapper,,,,,,,
2/14/2020,Edo,0,Kidnapper,,,,,,,
2/14/2020,Edo,0,Kidnapper,,,,,,,
3/22/2020,Edo,0,Kidnapper,,,,,,,
4/17/2020,Edo,1,Kidnapper,,,,,,,
5/18/2020,Edo,1,Kidnapper,,,,,,,
5/16/2020,Edo,1,Kidnapper,,,,,,,
7/8/2020,Edo,2,Kidnapper,,,,,,,
11/9/2020,Edo,0,Kidnapper,,,,,,,
11/17/2020,Edo,0,Kidnapper,,,,,,,
11/20/2020,Edo,0,Kidnapper,,,,,,,
11/30/2020,Edo,0,Kidnapper,,,,,,,
11/30/2020,Edo,0,Kidnapper,,,,,,,
12/2/2020,Edo,0,Kidnapper,,,,,,,
12/3/2020,Edo,4,Kidnapper,,,,,,,
12/19/2020,Edo,1,Kidnapper,,,,,,,
12/22/2020,Edo,0,Kidnapper,,,,,,,
1/10/2021,Edo,0,Kidnapper,,,,,,,
1/13/2021,Edo,1,Kidnapper,,,,,,,
1/24/2021,Edo,0,Kidnapper,,,,,,,
1/30/2021,Edo,1,Kidnapper,,,,,,,
2/6/2021,Edo,1,Kidnapper,,,,,,,
3/7/2021,Edo,0,Kidnapper,,,,,,,
3/10/2021,Edo,0,Kidnapper,,,,,,,
4/22/2021,Edo,1,Kidnapper,,,,,,,
4/29/2021,Edo,0,Kidnapper,,,,,,,
5/10/2021,Edo,3,Kidnapper,,,,,,,
6/15/2021,Edo,1,Kidnapper,,,,,,,
6/22/2021,Edo,1,Kidnapper,,,,,,,
7/3/2021,Edo,0,Kidnapper,,,,,,,
7/4/2021,Edo,0,Kidnapper,,,,,,,
7/6/2021,Edo,0,Kidnapper,,,,,,,
7/18/2021,Edo,5,Kidnapper,,,,,,,
7/26/2021,Edo,0,Kidnapper,,,,,,,
8/31/2021,Edo,0,Kidnapper,,,,,,,
9/4/2021,Edo,1,Kidnapper,,,,,,,
9/13/2021,Edo,0,Kidnapper,,,,,,,
10/4/2021,Edo,0,Kidnapper,,,,,,,
11/2/2021,Edo,0,Kidnapper,,,,,,,
11/26/2021,Edo,0,Kidnapper,,,,,,,
1/9/2022,Edo,1,Kidnapper,,,,,,,
1/24/2022,Edo,1,Kidnapper,,,,,,,
2/2/2022,Edo,3,Kidnapper,,,,,,,
2/7/2022,Edo,2,Kidnapper,,,,,,,
3/24/2022,Edo,0,Kidnapper,,,,,,,
